name,manufacturer,price,speed,ramType,speedMHz,formFactor,moduleCount,capacityGBs,color,casLatency,firstWordLatency,voltage,isECC,isRegistered,hasHeatSpreader,URL
G.Skill Trident Z Royal 256 GB,G.Skill,N/A,DDR4-3600,DDR4,3600,DIMM,8,256,Gold,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/WwpmP6/gskill-trident-z-royal-256-gb-8-x-32-gb-ddr4-3600-memory-f4-3600c18q2-256gtrg
Kingston HyperX Predator 16 GB,Kingston,N/A,DDR4-3200,DDR4,3200,DIMM,1,16,Black / Silver,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/2HmFf7/kingston-hyperx-predator-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-hx432c16pb316
G.Skill Ripjaws V 256 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,8,256,Black,14,8.75,1.45,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/bDpmP6/gskill-ripjaws-v-256-gb-8-x-32-gb-ddr4-3200-cl14-memory-f4-3200c14q2-256gvk
Klevv BOLT X 8 GB,Klevv,N/A,DDR4-3600,DDR4,3600,DIMM,1,8,Black,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/RgFbt6/klevv-bolt-x-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-kd48gu880-36a180t
GeIL Orion RGB AMD Edition 32 GB,GeIL,N/A,DDR4-4000,DDR4,4000,DIMM,1,32,Gray,18,9,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/4gWzK8/geil-orion-rgb-amd-edition-32-gb-1-x-32-gb-ddr4-4000-cl18-memory-gaosg432gb4000c18bsc
PNY XLR8 Gaming MAKO 32 GB,PNY,N/A,DDR5-5600,DDR5,5600,DIMM,2,32,Black / Silver,36,12.857,1.3,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/q8NxFT/pny-xlr8-gaming-mako-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-md32gk2d5600036mxr
VisionTek OCPC PISTA RGB 16 GB,VisionTek,N/A,DDR5-5600,DDR5,5600,DIMM,2,16,Gray,36,12.857,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/gWkWGX/visiontek-ocpc-pista-rgb-16-gb-2-x-8-gb-ddr5-5600-cl36-memory-901508
ADATA XPG GAMMIX D45 16 GB,ADATA,N/A,DDR4-3600,DDR4,3600,DIMM,2,16,White,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/yb3gXL/adata-xpg-gammix-d45-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18i-dcwhd45
Mushkin Redline Lumina 16 GB,Mushkin,N/A,DDR4-3200,DDR4,3200,DIMM,2,16,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MM2WGX/mushkin-redline-lumina-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-mla4c320gjjm8gx2
Mushkin Redline 16 GB,Mushkin,N/A,DDR4-3600,DDR4,3600,DIMM,2,16,Black,14,7.778,1.4,TRUE,FALSE,TRUE,https://pcpartpicker.com/product/R2JgXL/mushkin-redline-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-mrc4e320ejjp8gx2
GOODRAM IRDM PRO 16 GB,GOODRAM,N/A,DDR4-3600,DDR4,3600,DIMM,2,16,White,17,9.444,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/sJNYcf/goodram-irdm-pro-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-irp-w3600d4v64l17s16gdc
ADATA XPG LANCER RGB 32 GB,ADATA,N/A,DDR5-7200,DDR5,7200,DIMM,2,32,White,34,9.444,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/DgpQzy/adata-xpg-lancer-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-ax5u7200c3416g-dclarwh
ADATA XPG Lancer Blade RGB 16 GB,ADATA,N/A,DDR5-6400,DDR5,6400,DIMM,1,16,Black,32,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/gTNYcf/adata-xpg-lancer-blade-rgb-16-gb-1-x-16-gb-ddr5-6400-cl32-memory-ax5u6400c3216g-slabrbk
OLOy Blade 16 GB,OLOy,N/A,DDR4-3200,DDR4,3200,DIMM,2,16,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9YFbt6/oloy-blade-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-nd4u0832161brlde
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,TEAMGROUP,N/A,DDR5-5200,DDR5,5200,DIMM,1,32,Black,40,15.385,4.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/CsyH99/teamgroup-t-force-delta-tuf-gaming-alliance-rgb-32-gb-1-x-32-gb-ddr5-5200-cl40-memory-ff5d532g5200hc40c01
Lexar Ares RGB 2nd Gen 32 GB,Lexar,N/A,DDR5-6800,DDR5,6800,DIMM,2,32,Black,34,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/GHG2FT/lexar-ares-rgb-2nd-gen-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-ld5u16g68c34br-rgd
Klevv BOLT V 64 GB,Klevv,N/A,DDR5-6000,DDR5,6000,DIMM,2,64,White,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Ckzp99/klevv-bolt-v-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kd5bgua80-60a300i
V-Color TE548G64D832SKK 96 GB,V-Color,N/A,DDR5-6400,DDR5,6400,DIMM,2,96,White,32,10,1.4,TRUE,FALSE,TRUE,https://pcpartpicker.com/product/KGwD4D/v-color-te548g64d832skk-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-te548g64d832skk
G.Skill Aegis 5 16 GB,G.Skill,N/A,DDR5-5200,DDR5,5200,DIMM,1,16,Black / Red,36,13.846,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/9hxTwP/gskill-aegis-5-16-gb-1-x-16-gb-ddr5-5200-cl36-memory-f5-5200j3636c16gx1-is
Timetec PREMIUM 32 GB,Timetec,N/A,DDR4-3200,DDR4,3200,DIMM,1,32,Black,22,13.75,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/TT9nTW/timetec-premium-32-gb-1-x-32-gb-ddr4-3200-cl22-memory-75tt32nu2r8nx-32g
TEAMGROUP T-Force Delta RGB 96 GB,TEAMGROUP,$459.99 ,DDR5-6400,DDR5,6400,DIMM,2,96,Black,32,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/NRLdnQ/teamgroup-t-force-delta-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-ff3d596g6400hc32adc01
Kingston FURY Impact 32 GB,Kingston,$192.99 ,DDR4-3200,DDR4,3200,SODIMM,1,32,Black,20,12.5,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/HbjRsY/kingston-fury-impact-32-gb-1-x-32-gb-ddr4-3200-sodimm-cl20-memory-kf432s20ib32
TEAMGROUP Elite 8 GB,TEAMGROUP,$53.99 ,DDR4-3200,DDR4,3200,SODIMM,1,8,Black,22,13.75,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/9BmNnQ/teamgroup-elite-8-gb-1-x-8-gb-ddr4-3200-sodimm-cl22-memory-ted48g3200c22-s01
Corsair Vengeance Performance 32 GB,Corsair,$170.99 ,DDR4-2666,DDR4,2666,SODIMM,2,32,Black / Yellow,18,13.503,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/LH2rxr/corsair-vengeance-performance-32gb-2-x-16gb-ddr4-2666-memory-cmsx32gx4m2a2666c18
G.Skill Ripjaws S5 64 GB,G.Skill,N/A,DDR5-5600,DDR5,5600,DIMM,2,64,White,30,10.714,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/ws3gXL/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-5600-cl30-memory-f5-5600j3036d32ga2-rs5w
Kingston ValueRAM 8 GB,Kingston,N/A,DDR5-4800,DDR5,4800,SODIMM,1,8,N/A,40,16.667,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/FrbTwP/kingston-valueram-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-kvr48s40bs6-8
G.Skill Ripjaws S5 32 GB,G.Skill,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,White,28,9.333,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/ctbypg/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-rs5w
Kingston FURY Renegade Pro 32 GB,Kingston,N/A,DDR5-4800,DDR5,4800,DIMM,1,32,Black,36,15,1.1,TRUE,TRUE,FALSE,https://pcpartpicker.com/product/CtfxFT/kingston-fury-renegade-pro-32-gb-1-x-32-gb-registered-ddr5-4800-cl36-memory-kf548r36rb-32
GOODRAM IRDM PRO 8 GB,GOODRAM,N/A,DDR4-3600,DDR4,3600,DIMM,1,8,White / Red,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/d6Kscf/goodram-irdm-pro-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-irp-c3600d4v64l18s8g
TEAMGROUP Xtreem ARGB 32 GB,TEAMGROUP,N/A,DDR5-7200,DDR5,7200,DIMM,2,32,White,34,9.444,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/qYyH99/teamgroup-xtreem-argb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-ffad532g7200hc34adc01
Kingston ValueRAM 16 GB,Kingston,$198.40 ,DDR5-4800,DDR5,4800,SODIMM,2,16,N/A,40,16.667,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/3kQcCJ/kingston-valueram-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-kvr48s40bs6k2-16
Mushkin Proline 8 GB,Mushkin,$72.98+,DDR4-2133,DDR4,2133,DIMM,1,8,N/A,15,14.065,1.2,TRUE,FALSE,FALSE,https://pcpartpicker.com/product/QXD7YJ/mushkin-proline-8-gb-1-x-8-gb-ddr4-2133-cl15-memory-mpl4e213ff8g18
TEAMGROUP T-Force Delta RGB 48 GB,TEAMGROUP,$554.99 ,DDR5-7600,DDR5,7600,DIMM,2,48,Black,36,9.474,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/C3Kscf/teamgroup-t-force-delta-rgb-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-ff3d548g7600hc36edc01
G.Skill Trident Z5 RGB 32 GB,G.Skill,N/A,DDR5-5600,DDR5,5600,DIMM,2,32,Black,28,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/BMt9TW/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-5600-cl28-memory-f5-5600j2834f16gx2-tz5rk
Kingston KCP426NS8/8 8 GB,Kingston,$47.94+,DDR4-2666,DDR4,2666,DIMM,1,8,Green / Black,19,14.254,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/D3gzK8/kingston-8gb-1-x-8gb-ddr4-2666-memory-kcp426ns88
G.Skill Ripjaws M5 Neo RGB 64 GB,G.Skill,N/A,DDR5-6000,DDR5,6000,DIMM,2,64,White,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/4WXMnQ/gskill-ripjaws-m5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-rm5nrw
Corsair Vengeance RGB RT 32 GB,Corsair,N/A,DDR4-4000,DDR4,4000,DIMM,2,32,Black,18,9,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/zy8bt6/corsair-vengeance-rgb-rt-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-cmn32gx4m2z4000c18
Corsair Dominator Platinum RGB 32 GB,Corsair,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,Gray / Black,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/jT6p99/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmt32gx5m2b6000z30
Kingston FURY 64 GB,Kingston,$619.99 ,DDR5-5200,DDR5,5200,DIMM,2,64,White,40,15.385,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/3XkH99/kingston-fury-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-kf552c40bwak2-64
G.Skill Trident Z RGB 32 GB,G.Skill,N/A,DDR4-3600,DDR4,3600,DIMM,4,32,Black,17,9.444,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/pjKhP6/gskill-tridentz-rgb-32gb-4-x-8gb-ddr4-3600-memory-f4-3600c17q-32gtzr
G.Skill Trident Z5 RGB 32 GB,G.Skill,N/A,DDR5-5200,DDR5,5200,DIMM,2,32,White / Black,36,13.846,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9Qstt6/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-5200-cl36-memory-f5-5200j3636c16gx2-tz5rs
GeIL Polaris RGB 32 GB,GeIL,N/A,DDR5-6400,DDR5,6400,DIMM,2,32,Black,38,11.875,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MNqrxr/geil-polaris-rgb-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-gosg532gb6400c38adc
Kingston FURY Renegade Pro 32 GB,Kingston,N/A,DDR5-6000,DDR5,6000,DIMM,1,32,Black,32,10.667,1.35,TRUE,TRUE,FALSE,https://pcpartpicker.com/product/cmTZxr/kingston-fury-renegade-pro-32-gb-1-x-32-gb-registered-ddr5-6000-cl32-memory-kf560r32rb-32
G.Skill Ripjaws M5 RGB 32 GB,G.Skill,N/A,DDR5-5600,DDR5,5600,DIMM,2,32,Black,46,16.429,1.1,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/tnxxFT/gskill-ripjaws-m5-rgb-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-f5-5600j4645a16gx2-rm5rk
G.Skill Ripjaws X 16 GB,G.Skill,$119.00+,DDR3-2133,DDR3,2133,DIMM,2,16,Black / Blue,10,9.376,1.6,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/cF7wrH/gskill-memory-f32133c10d16gxm
G.Skill NT 16 GB,G.Skill,N/A,DDR4-2400,DDR4,2400,DIMM,2,16,Black,15,12.5,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/kCL7YJ/gskill-memory-f42400c15d16gnt
G.Skill Ripjaws V 32 GB,G.Skill,N/A,DDR4-4266,DDR4,4266,DIMM,2,32,Black,19,8.908,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/kkfnTW/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-4266-cl19-memory-f4-4266c19d-32gvk
Klevv FIT V 16 GB,Klevv,N/A,DDR5-6000,DDR5,6000,DIMM,1,16,White,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/thxTwP/klevv-fit-v-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-kd5agu880-60a300f
Crucial CT2KIT12864AA800 2 GB,Crucial,$24.99+,DDR2-800,DDR2,800,DIMM,2,2,Green,6,15,1.8,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/gd7wrH/crucial-memory-ct2kit12864aa800
G.Skill Trident Z 32 GB,G.Skill,$199.00+,DDR4-3200,DDR4,3200,DIMM,4,32,Silver / Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Jvwqqs/gskill-trident-z-32gb-4-x-8gb-ddr4-3200-memory-f4-3200c16q-32gtzsk
G.Skill Trident Z RGB 128 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,4,128,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/b6LwrH/gskill-trident-z-rgb-128-gb-4-x-32-gb-ddr4-3200-memory-f4-3200c16q-128gtzr
Kingston FURY Beast 128 GB,Kingston,N/A,DDR4-2666,DDR4,2666,DIMM,4,128,Black,16,12.003,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/fRmmP6/kingston-fury-beast-128-gb-4-x-32-gb-ddr4-2666-cl16-memory-kf426c16bbk4128
Mushkin Silverline 4 GB,Mushkin,$51.99+,DDR4-2133,DDR4,2133,DIMM,1,4,Silver,15,14.065,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/B2JgXL/mushkin-silverline-4-gb-1-x-4-gb-ddr4-2133-cl15-memory-msl4u213ff4g18
GOODRAM IRDM 64 GB,GOODRAM,N/A,DDR5-5600,DDR5,5600,DIMM,2,64,Black,30,10.714,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/QQBzK8/goodram-irdm-64-gb-2-x-32-gb-ddr5-5600-cl30-memory-ir-5600d564l3064gdc
TEAMGROUP Xtreem ARGB 32 GB,TEAMGROUP,N/A,DDR5-6400,DDR5,6400,DIMM,2,32,White,32,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/QjP8TW/teamgroup-xtreem-argb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ffad532g6400hc32adc01
Patriot Viper Venom 32 GB,Patriot,$325.99 ,DDR5-5200,DDR5,5200,DIMM,1,32,Black / White,36,13.846,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/G9TFf7/patriot-viper-venom-32-gb-1-x-32-gb-ddr5-5200-cl36-memory-pvv532g52c36
G.Skill Ripjaws M5 RGB 64 GB,G.Skill,N/A,DDR5-6000,DDR5,6000,DIMM,2,64,White,28,9.333,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/v7Hp99/gskill-ripjaws-m5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl28-memory-f5-6000j2836g32gx2-rm5rw
Corsair Vengeance LPX 64 GB,Corsair,N/A,DDR4-2666,DDR4,2666,DIMM,2,64,Black / Yellow,16,12.003,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/v99tt6/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-2666-memory-cmk64gx4m2a2666c16
Kingston Server Premier 32 GB,Kingston,N/A,DDR4-2933,DDR4,2933,DIMM,1,32,N/A,21,14.32,1.2,TRUE,FALSE,FALSE,https://pcpartpicker.com/product/Jt7G3C/kingston-server-premier-32-gb-1-x-32-gb-ddr4-2933-cl21-memory-ksm29ed832me
Kingston FURY Beast 4 GB,Kingston,N/A,DDR4-3200,DDR4,3200,DIMM,1,4,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/pWQcCJ/kingston-fury-beast-4-gb-1-x-4-gb-ddr4-3200-cl16-memory-kf432c16bb4
Corsair Vengeance 64 GB,Corsair,N/A,DDR5-5600,DDR5,5600,DIMM,4,64,Gray,36,12.857,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/xBNxFT/corsair-vengeance-64-gb-4-x-16-gb-ddr5-5600-cl36-memory-cmk64gx5m4b5600c36
Lexar THOR 8 GB,Lexar,N/A,DDR4-3600,DDR4,3600,DIMM,1,8,White,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/z4BzK8/lexar-thor-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-ld4bu008g-r3600gswg
TEAMGROUP Night Hawk RGB 16 GB,TEAMGROUP,N/A,DDR4-3200,DDR4,3200,DIMM,2,16,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MYs8TW/team-night-hawk-rgb-16gb-2-x-8gb-ddr4-3200-memory-tf1d416g3200hc16cdc01
TEAMGROUP TED48G2400C1601 8 GB,TEAMGROUP,N/A,DDR4-2400,DDR4,2400,DIMM,1,8,N/A,16,13.333,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/zHBTwP/team-8gb-1-x-8gb-ddr4-2400-memory-ted48g2400c1601
Corsair Vengeance RGB Pro 32 GB,Corsair,N/A,DDR4-3600,DDR4,3600,DIMM,4,32,Black,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/RvNv6h/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3600-memory-cmw32gx4m4c3600c18
Corsair Vengeance LPX 32 GB,Corsair,N/A,DDR4-3000,DDR4,3000,DIMM,4,32,Black / Yellow,15,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/cFWfrH/corsair-vengeance-lpx-32-gb-4-x-8-gb-ddr4-3000-memory-cmk32gx4m4c3000c15
TEAMGROUP T-Force Xtreem ARGB 32 GB,TEAMGROUP,N/A,DDR4-4000,DDR4,4000,DIMM,2,32,N/A,18,9,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Gxt9TW/team-t-force-xtreem-argb-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-tf10d432g4000hc18ldc01
Corsair Vengeance RGB RT 64 GB,Corsair,N/A,DDR4-3200,DDR4,3200,DIMM,2,64,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/ZLpzK8/corsair-vengeance-rgb-rt-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-cmn64gx4m2z3200c16
Corsair Vengeance LPX 64 GB,Corsair,N/A,DDR4-4000,DDR4,4000,DIMM,4,64,Black,18,9,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/CFmmP6/corsair-vengeance-lpx-64-gb-4-x-16-gb-ddr4-4000-cl18-memory-cmk64gx4m4g4000c18
Corsair Vengeance RGB Pro 32 GB,Corsair,N/A,DDR4-3600,DDR4,3600,DIMM,2,32,Black,14,7.778,1.45,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/R26p99/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-cl14-memory-cmw32gx4m2z3600c14
G.Skill Trident Z5 RGB 64 GB,G.Skill,$719.99 ,DDR5-6000,DDR5,6000,DIMM,2,64,White / Black,32,10.667,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Y7QcCJ/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl32-memory-f5-6000j3238g32gx2-tz5rs
Patriot Signature Line 4 GB,Patriot,N/A,DDR4-2666,DDR4,2666,DIMM,1,4,Green,19,14.254,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/zgVG3C/patriot-signature-line-4-gb-1-x-4-gb-ddr4-2666-cl19-memory-psd44g266681
Kingston KHX1600C9D3/4G 4 GB,Kingston,N/A,DDR3-1600,DDR3,1600,DIMM,1,4,Blue / Silver,9,11.25,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/xhckcf/kingston-memory-khx1600c9d34g
Kingston HyperX Beast 16 GB,Kingston,N/A,DDR3-1600,DDR3,1600,DIMM,2,16,Black,9,11.25,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9yYXsY/kingston-memory-khx16c9t3k216x
G.Skill Trident X 16 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,DIMM,2,16,Black / Red,7,8.75,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/ntzv6h/gskill-memory-f31600c7d16gtx
Corsair Vengeance Pro 16 GB,Corsair,N/A,DDR3-2400,DDR3,2400,DIMM,2,16,Black / Red,11,9.167,1.65,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/NwR48d/corsair-memory-cmy16gx3m2a2400c11r
Kingston HyperX Fury 8 GB,Kingston,N/A,DDR3-1866,DDR3,1866,DIMM,1,8,Blue / Silver,10,10.718,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/JRjG3C/kingston-memory-hx318c10f8
Corsair Dominator Platinum 32 GB,Corsair,N/A,DDR3-1600,DDR3,1600,DIMM,4,32,Black / Silver,7,8.75,1.5,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/ptV48d/corsair-memory-cmd32gx3m4a1600c7
Crucial Ballistix Sport LT 16 GB,Crucial,N/A,DDR4-2400,DDR4,2400,DIMM,2,16,Silver,16,13.333,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/RJVBD3/crucial-memory-bls2k8g4d240fsb
Kingston KVR16N11S8K2/8 8 GB,Kingston,$52.00 ,DDR3-1600,DDR3,1600,DIMM,2,8,Green,11,13.75,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/jHkD4D/kingston-memory-kvr16n11s8k28
G.Skill Ripjaws V 16 GB,G.Skill,N/A,DDR4-2400,DDR4,2400,DIMM,4,16,Black / Red,15,12.5,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/6FGj4D/gskill-memory-f42400c15q16gvr
Kingston HyperX Fury 8 GB,Kingston,N/A,DDR4-2666,DDR4,2666,DIMM,1,8,Black / White,15,11.253,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/yBZ2FT/kingston-memory-hx426c15fb8
G.Skill Aegis 32 GB,G.Skill,N/A,DDR4-2400,DDR4,2400,DIMM,2,32,Black / Red,15,12.5,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/mNcMnQ/gskill-aegis-32-gb-2-x-16-gb-ddr4-2400-cl15-memory-f4-2400c15d-32gis
Kingston ValueRAM 32 GB,Kingston,N/A,DDR4-2133,DDR4,2133,DIMM,2,32,Black / Green,15,14.065,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/pJM323/kingston-memory-kvr21n15d8k232
Corsair Vengeance LPX 32 GB,Corsair,N/A,DDR4-2666,DDR4,2666,DIMM,2,32,White,16,12.003,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/zntWGX/corsair-vengeance-lpx-32gb-2-x-16gb-ddr4-2666-memory-cmk32gx4m2a2666c16w
TEAMGROUP Vulcan 16 GB,TEAMGROUP,N/A,DDR4-2400,DDR4,2400,DIMM,2,16,Black / Red,14,11.667,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/mc98TW/team-vulcan-16gb-2-x-8gb-ddr4-2400-memory-tlred416g2400hc14dc01
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP,N/A,DDR4-3000,DDR4,3000,DIMM,2,32,Black,16,10.667,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/J4CD4D/team-t-force-delta-rgb-32gb-2-x-16gb-ddr4-3000-memory-tf3d432g3000hc16cdc01
Klevv BOLT 16 GB,Klevv,N/A,DDR4-3000,DDR4,3000,DIMM,1,16,Black / Gold,15,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/R88j4D/klevv-bolt-16gb-1-x-16gb-ddr4-3000-memory-km4b16x1a-3000-15-16-16-36-0
Kingston HyperX Fury 16 GB,Kingston,N/A,DDR4-3466,DDR4,3466,DIMM,2,16,Black / Silver,19,10.964,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Dnw7YJ/kingston-hyperx-fury-16gb-2-x-8gb-ddr4-3466-memory-hx434c19fb2k216
TEAMGROUP T-Force Xtreem 16 GB,TEAMGROUP,N/A,DDR4-4000,DDR4,4000,DIMM,2,16,Black / White,18,9,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/jctQzy/team-t-force-xtreem-16gb-2-x-8gb-ddr4-4000-memory-txkd416g4000hc18edc01
Crucial CT16G4TFD8266 16 GB,Crucial,N/A,DDR4-2666,DDR4,2666,SODIMM,1,16,Green / Black,19,14.254,1.2,TRUE,FALSE,FALSE,https://pcpartpicker.com/product/N7F48d/crucial-16-gb-1-x-16-gb-ddr4-2666-memory-ct16g4tfd8266
