name,manufacturer,price,series,microarchitecture,coreFamily,socket,coreCount,threadCount,baseClockGHz,boostClockGHz,l2CacheMBs,l3CacheMBs,tdpWatts,integratedGraphics,memoryMaxGBs,supportsEcc,includesCooler,hasSmt,smtType,URL
AMD Phenom II X4 955,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3.2,N/A,2 MB,6 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/RNh9TW/amd-cpu-hdx955wfk4dgm
AMD FX-8120,AMD,N/A,AMD FX,Bulldozer,Zambezi,AM3+,8,8,3.1,N/A,8 MB,8 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/X7Lypg/amd-cpu-fd8120frgubox
AMD A6-5400K,AMD,N/A,AMD A6,Piledriver,Trinity,FM2,2,2,3.6,N/A,1 MB,0 MB,65,Radeon HD 7540D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/qYsKHx/amd-cpu-ad540kokhjbox
Intel Core i7-4790K,Intel,N/A,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA1150,4,8,4,4.4,1 MB,8 MB,88,Intel HD Graphics 4600,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/zmyFf7/intel-cpu-bxf80646i74790k
Intel Core i7-7800X,Intel,$389.95+,Intel Core i7,Skylake,Skylake-X,LGA2066,6,12,3.5,4,6 MB,8.25 MB,140,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/sbJkcf/intel-core-i7-7800x-35ghz-6-core-oemtray-processor-cd8067303287002
AMD Ryzen 3 1200 (12nm),AMD,N/A,AMD Ryzen 3,Zen+,Pinnacle Ridge,AM4,4,4,3.1,3.4,2 MB,8 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/b3MTwP/amd-ryzen-3-1200-12nm-31-ghz-quad-core-oemtray-processor-yd1200bbm4kaf
Intel Core i5-3450S,Intel,$85.00+,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,4,2.8,N/A,1 MB,6 MB,65,Intel HD Graphics 2500,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/x7xfrH/intel-cpu-bx80637i53450s
AMD Opteron 6344,AMD,N/A,AMD Opteron,Piledriver,Abu Dhabi,G34,12,12,2.6,3.2,12 MB,16 MB,115,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/CfPzK8/amd-cpu-os6344wktcghk
Intel Core i3-4160,Intel,N/A,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,4,3.6,N/A,0.5 MB,3 MB,54,Intel HD Graphics 4400,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/vDrG3C/intel-cpu-cm8064601483644
Intel Core i7-4790T,Intel,$149.88+,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA1150,4,8,2.7,3.9,1 MB,8 MB,45,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/JGcMnQ/intel-cpu-cm8064601561513
Intel Core i3-6100T,Intel,$149.94+,Intel Core i3,Skylake,Skylake-S,LGA1151,2,4,3.2,N/A,0.5 MB,3 MB,35,Intel HD Graphics 530,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/J6RFf7/intel-cpu-cm8066201927102
Intel Core i7-930,Intel,$215.00+,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,8,2.8,N/A,1 MB,8 MB,130,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/qjMFf7/intel-cpu-bx80601930
Intel Celeron G530,Intel,$35.88+,Intel Celeron,Sandy Bridge,Sandy Bridge,LGA1155,2,2,2.4,N/A,0.5 MB,0 MB,65,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/DdR48d/intel-cpu-bx80623g530
Intel Xeon E3-1240 V2,Intel,$400.00+,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,8,3.4,N/A,1 MB,8 MB,69,None,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/GYkD4D/intel-cpu-bx80637e31240v2
AMD A10-7890K,AMD,N/A,AMD A10,Steamroller,Godavari,FM2+,4,4,4.1,4.3,4 MB,0 MB,95,Radeon R7 (on-die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/3Ls8TW/amd-cpu-ad789kxdjchbx
Intel Core i5-7600,Intel,N/A,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,4,3.5,4.1,1 MB,6 MB,65,Intel HD Graphics 630,64 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/FN98TW/intel-core-i5-7600-35ghz-quad-core-oemtray-processor-cm8067702868011
Intel Core i9-9900X,Intel,N/A,Intel Core i9,Skylake,Skylake-X,LGA2066,10,20,3.5,4.4,10 MB,19.25 MB,165,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/qNCD4D/intel-core-i9-9900x-35-ghz-10-core-processor-bx80673i99900x
Intel Core i9-9900,Intel,N/A,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,16,3.1,5,2 MB,16 MB,65,Intel UHD Graphics 630,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/nLrYcf/intel-core-i9-9900-31-ghz-8-core-oemtray-processor-cm8068403874032
Intel Xeon E5-2660 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,10,20,2.2,3,2.5 MB,25 MB,95,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/T86BD3/intel-cpu-bx80635e52660v2
AMD Opteron 6320,AMD,$242.39+,AMD Opteron,Piledriver,Abu Dhabi,G34,8,8,2.8,3.3,8 MB,16 MB,115,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/zL3RsY/amd-cpu-os6320wkt8ghkwof
AMD A6-7480,AMD,N/A,AMD A6,Puma+,Carrizo,FM2+,2,2,3.5,3.8,1 MB,0 MB,65,Radeon R5 (on die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Bg66Mp/amd-a6-7480-35-ghz-dual-core-processor-ad7480acabbox
Intel Xeon E-2278G,Intel,N/A,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,16,3.4,5,2 MB,16 MB,80,Intel HD Graphics P630,128 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/CbLwrH/intel-xeon-e-2278g-34-thz-8-core-oemtray-processor-cm8068404225303
AMD Phenom II X4 955 Black,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3.2,N/A,2 MB,6 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/FV8Zxr/amd-cpu-hdz955fbgmbox
Intel Core i5-3470S,Intel,N/A,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,4,2.9,N/A,1 MB,6 MB,65,Intel HD Graphics 2500,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/yXDwrH/intel-cpu-bx80637i53470s
AMD A10-6800K,AMD,N/A,AMD A10,Piledriver,Richland,FM2,4,4,4.1,N/A,2 MB,0 MB,100,Radeon HD 8670D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/YjmLrH/amd-cpu-ad680kwohlbox
AMD A8-6500,AMD,N/A,AMD A8,Piledriver,Richland,FM2,4,4,3.5,N/A,2 MB,0 MB,65,Radeon HD 8570D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/nDtCmG/amd-cpu-ad6500okhlbox
Intel Xeon E5-2630L V3,Intel,$391.94+,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,8,16,1.8,2.9,2 MB,20 MB,55,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/PNnG3C/intel-cpu-cm8064401832100
Intel Core i7-7700T,Intel,N/A,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,8,2.9,3.8,1 MB,8 MB,35,Intel HD Graphics 630,64 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/GDX2FT/intel-core-i7-7700t-29ghz-quad-core-processor-bx80677i77700t
Intel Xeon E3-1220 V3,Intel,$149.94+,Intel Xeon E3,Haswell,Haswell,LGA1150,4,4,3.1,3.5,1 MB,8 MB,80,None,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/dY3RsY/intel-cpu-bx80646e31220v3
Intel Core i5-6500T,Intel,$198.95+,Intel Core i5,Skylake,Skylake-S,LGA1151,4,4,2.5,3.1,1 MB,6 MB,35,Intel HD Graphics 530,64 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/xn7CmG/intel-cpu-cm8066201920600
Intel Core 2 Duo E7200,Intel,$169.95+,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.53,N/A,3 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/LGFPxr/intel-cpu-bx80571e7200
Intel Xeon E5-2687W,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,3.1,3.8,2 MB,20 MB,150,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/7Jckcf/intel-cpu-bx80621e52687w
Intel Pentium E2140,Intel,$79.95+,Intel Pentium,Core,Conroe,LGA775,2,2,1.6,N/A,1 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/2d7wrH/intel-cpu-bx80557e2140
Intel Core i3-540,Intel,$98.95+,Intel Core i3,Westmere,Clarkdale,LGA1156,2,4,3.06,N/A,0.5 MB,4 MB,73,Intel HD Graphics,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/WF6BD3/intel-cpu-bx80616i3540
Intel Core i5-2310,Intel,N/A,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,4,2.9,N/A,1 MB,6 MB,95,Intel HD Graphics 2000,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/jkQypg/intel-cpu-bx80623i52310
Intel Pentium G2120,Intel,$35.00+,Intel Pentium,Ivy Bridge,Ivy Bridge,LGA1155,2,2,3.1,N/A,0.5 MB,3 MB,55,Intel HD Graphics,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/PZphP6/intel-cpu-bx80637g2120
Intel Xeon E3-1271 V3,Intel,N/A,Intel Xeon E3,Haswell Refresh,Haswell Refresh,LGA1150,4,8,3.6,4,1 MB,8 MB,80,None,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/73V48d/intel-cpu-bx80646e31271v3
Intel Xeon E5-1630 V3,Intel,N/A,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,4,8,3.7,3.8,1 MB,10 MB,140,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/JPx9TW/intel-cpu-cm8064401614501
Intel Xeon E5-2603 V3,Intel,$105.31+,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,6,6,1.6,N/A,1.5 MB,15 MB,85,None,N/A,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/KbtWGX/intel-cpu-cm8064401844200
Intel Xeon E5-2695 V3,Intel,N/A,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,14,28,2.3,3.3,3.5 MB,35 MB,120,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Bqqbt6/intel-cpu-bx80644e52695v3
Intel Core i5-4460S,Intel,N/A,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,4,2.9,3.4,1 MB,6 MB,65,Intel HD Graphics 4000,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/h6rcCJ/intel-core-i5-4460s-29ghz-quad-core-processor-bxc80646i54460s
Intel Pentium Gold G5400T,Intel,$69.00+,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,4,3.1,N/A,0.5 MB,4 MB,35,Intel UHD Graphics 610,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/jfF48d/intel-pentium-gold-g5400t-31ghz-dual-core-oemtray-processor-cm8068403360212
AMD A10-9700E,AMD,$128.02+,AMD A10,Excavator,Bristol Ridge,AM4,4,4,3,3.5,2 MB,0 MB,35,Radeon R7 (on-die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/fxyxFT/amd-a10-9700e-30ghz-quad-core-processor-ad9700ahabbox
Intel Core i5-8600,Intel,$269.95+,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,6,3.1,4.3,1.5 MB,9 MB,65,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/khm323/intel-core-i5-8600-31ghz-6-core-oemtray-processor-cm8068403358607
AMD EPYC 4344P,AMD,$349.99 ,AMD EPYC,Zen 4,Raphael,AM5,8,16,3.8,5.3,8 MB,32 MB,65,Radeon,N/A,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/JZhv6h/amd-epyc-4344p-38-ghz-8-core-processor-100-100001479wof
AMD Phenom II X4 940 Black,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM2+,4,4,3,N/A,2 MB,6 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/htfp99/amd-cpu-hdz940xcj4dgi
Intel Core i3-4340,Intel,$92.35+,Intel Core i3,Haswell,Haswell,LGA1150,2,4,3.6,N/A,0.5 MB,4 MB,54,Intel HD Graphics 4600,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/tFQypg/intel-cpu-bx80646i34340
Intel Xeon E5-2637 V3,Intel,N/A,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,4,8,3.5,3.7,1 MB,15 MB,135,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/pp98TW/intel-cpu-cm8064401724101
AMD A10-7870K,AMD,N/A,AMD A10,Steamroller,Godavari,FM2+,4,4,3.9,4.1,4 MB,0 MB,95,Radeon R7 (on-die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/CjyxFT/amd-cpu-ad787kxdjcbox
Intel Core i5-6400T,Intel,N/A,Intel Core i5,Skylake,Skylake-S,LGA1151,4,4,2.2,2.8,1 MB,6 MB,35,Intel HD Graphics 530,64 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/mn7CmG/intel-cpu-cm8066201920000
AMD Threadripper 2950X,AMD,N/A,AMD Threadripper,Zen+,Colfax,sTR4,16,32,3.5,4.4,8 MB,32 MB,180,None,1024 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/Hpprxr/amd-threadripper-2950x-35ghz-16-core-oemtray-processor-yd295xa8ugaaf
AMD Threadripper 2990WX,AMD,N/A,AMD Threadripper,Zen+,Colfax,sTR4,32,64,3,4.2,16 MB,64 MB,250,None,1024 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/pDF48d/amd-threadripper-2990wx-3ghz-32-core-oemtray-processor-yd299xazuihaf
AMD Threadripper 2970WX,AMD,N/A,AMD Threadripper,Zen+,Colfax,sTR4,24,48,3,4.2,12 MB,64 MB,250,None,1024 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/tksmP6/amd-threadripper-2970wx-3ghz-24-core-oemtray-processor-yd297xazuhcaf
AMD Athlon 200GE,AMD,N/A,AMD Athlon,Zen,Raven Ridge,AM4,2,4,3.2,N/A,1 MB,4 MB,35,Radeon Vega 3,N/A,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/yxm323/amd-athlon-200ge-32ghz-dual-core-oemtray-processor-yd200gc6m2ofb
Intel Core i3-9350KF,Intel,N/A,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4,4,4.6,1 MB,8 MB,91,None,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/DDtQzy/intel-core-i3-9350kf-4-ghz-quad-core-processor-bx80684i39350kf
Intel Celeron G4920,Intel,$73.00+,Intel Celeron,Coffee Lake,Coffee Lake,LGA1151,2,2,3.2,N/A,0.5 MB,2 MB,65,Intel UHD Graphics 610,64 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/dMTPxr/intel-celeron-g4920-32ghz-dual-core-processor-bx80684g4920
Intel Xeon E5-2650L,Intel,$129.94+,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,1.8,2.3,2 MB,20 MB,70,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/3BsKHx/intel-cpu-cm8062107185309
AMD Athlon II X4 620,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,2.6,N/A,2 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/kMH323/amd-cpu-adx620wfgibox
AMD Phenom II X6 1055T,AMD,N/A,AMD Phenom II X6,K10,Thuban,AM3,6,6,2.8,N/A,3 MB,6 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/GCQypg/amd-cpu-hdt55twfgrbox
Intel Pentium E2160,Intel,$49.00+,Intel Pentium,Core,Conroe,LGA775,2,2,1.8,N/A,1 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/6wbp99/intel-cpu-bx80557e2160
Intel Core i7-970,Intel,N/A,Intel Core i7,Westmere,Gulftown,LGA1366,6,12,3.2,N/A,1.5 MB,12 MB,130,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/9psKHx/intel-cpu-bx80613i7970
Intel Xeon E3-1225 V2,Intel,$215.00+,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,4,3.2,N/A,1 MB,8 MB,77,Intel HD Graphics P4000,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/rsDwrH/intel-cpu-bx80637e31225v2
Intel Xeon E3-1275 V2,Intel,N/A,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,8,3.5,N/A,1 MB,32 MB,77,Intel HD Graphics P4000,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/2G9KHx/intel-cpu-bx80637e31275v2
AMD A6-6400K,AMD,N/A,AMD A6,Piledriver,Richland,FM2,2,2,3.9,N/A,1 MB,0 MB,65,Radeon HD 8470D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/JrZQzy/amd-cpu-ad640kokhlbox
Intel Core i3-4330,Intel,N/A,Intel Core i3,Haswell,Haswell,LGA1150,2,4,3.5,N/A,0.5 MB,4 MB,54,Intel HD Graphics 4600,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/qMLypg/intel-cpu-bx80646i34330
Intel Xeon E5-1620 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,4,8,3.7,3.9,1 MB,10 MB,130,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Yyw323/intel-cpu-cm8063501292405
AMD A8-7650K,AMD,N/A,AMD A8,Steamroller,Kaveri,FM2+,4,4,3.3,3.7,4 MB,0 MB,95,Radeon R7 (on-die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/ZsYWGX/amd-cpu-ad765kxbjabox
Intel Core i7-6800K,Intel,$179.95+,Intel Core i7,Broadwell,Broadwell-E,LGA2011-3,6,12,3.4,3.6,1.5 MB,15 MB,140,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/BsL7YJ/intel-cpu-cm8067102056201
Intel Xeon E3-1275 V6,Intel,$504.44 ,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,8,3.8,4.2,1 MB,8 MB,73,Intel HD Graphics P630,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/QncMnQ/intel-xeon-e3-1275-v6-38ghz-quad-core-processor-bx80677e31275v6
Intel Celeron G4900,Intel,$49.59 ,Intel Celeron,Coffee Lake,Coffee Lake,LGA1151,2,2,3.1,N/A,0.5 MB,2 MB,65,Intel UHD Graphics 610,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/bWBTwP/intel-celeron-g4900-31ghz-dual-core-oemtray-processor-cm8068403378112
Intel Celeron G3920,Intel,$495.09 ,Intel Celeron,Skylake,Skylake-S,LGA1151,2,2,2.6,N/A,0.5 MB,2 MB,35,Intel HD Graphics 510,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/7GCD4D/intel-celeron-g3920-26-ghz-dual-core-oemtray-processor-cm8066201938000
Intel Core i5-9400T,Intel,N/A,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,1.8,3.4,1.5 MB,9 MB,35,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/8rxbt6/intel-core-i5-9400t-18-ghz-6-core-oemtray-processor-cm8068403358915
Intel Xeon E3-1241 V3,Intel,$298.00+,Intel Xeon E3,Haswell Refresh,Haswell Refresh,LGA1150,4,8,3.5,3.9,1 MB,8 MB,80,None,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/rjPfrH/intel-cpu-bx80646e31241v3
Intel Xeon E3-1285 V6,Intel,$989.95+,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,8,4.1,4.5,1 MB,8 MB,79,Intel HD Graphics 630,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/R938TW/intel-xeon-e3-1285-v6-41ghz-quad-core-oemtray-processor-cm8067702870937
Intel Core i7-870,Intel,$195.02 ,Intel Core i7,Nehalem,Lynnfield,LGA1156,4,8,2.93,N/A,1 MB,8 MB,95,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/vX7wrH/intel-cpu-bv80605001905ai
Intel Core 2 Quad Q6600,Intel,$89.95+,Intel Core 2 Quad,Core,Kentsfield,LGA775,4,4,2.4,N/A,8 MB,0 MB,100,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/2vGkcf/intel-cpu-hh80562ph0568m
Intel Xeon E5-2670,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.6,3.3,2 MB,20 MB,115,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/rBkD4D/intel-cpu-bx80621e52670
Intel Xeon E5-4650,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.7,3.3,2 MB,20 MB,130,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/w2JwrH/intel-cpu-bx80621e54650
Intel Xeon E3-1265L V3,Intel,$398.95+,Intel Xeon E3,Haswell,Haswell,LGA1150,4,8,2.5,3.7,1 MB,8 MB,45,Intel HD Graphics,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/wvLypg/intel-cpu-cm8064601467406
Intel Xeon E3-1280 V6,Intel,$562.00+,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,8,3.9,4.2,1 MB,8 MB,72,None,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/3ncMnQ/intel-xeon-e3-1280-v6-39ghz-quad-core-oemtray-processor-cm8067702870647
Intel Celeron 420,Intel,N/A,Intel Celeron,Core,Conroe,LGA775,1,1,1.6,N/A,0.5 MB,0 MB,35,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/v9H323/intel-cpu-bx80557420
AMD Athlon II X2 240e,AMD,N/A,AMD Athlon II X2,K10,Regor,AM3,2,2,2.8,N/A,2 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/DWsKHx/amd-cpu-ad240ehdgqbox
Intel Pentium E5400,Intel,$56.55 ,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.7,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/KjMFf7/intel-cpu-bx80571e5400
Intel Core 2 Quad Q9400,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.66,N/A,6 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/DPkD4D/intel-cpu-bx80580q9400
Intel Core i3-550,Intel,$129.94+,Intel Core i3,Westmere,Clarkdale,LGA1156,2,4,3.2,N/A,0.5 MB,4 MB,73,Intel HD Graphics,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/BDg323/intel-cpu-bx80616i3550
AMD A8-5600K,AMD,N/A,AMD A8,Piledriver,Trinity,FM2,4,4,3.6,N/A,4 MB,0 MB,100,Radeon HD 7560D,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/wMsKHx/amd-cpu-ad560kwohjbox
AMD 5150,AMD,N/A,AMD Athlon,Jaguar,Kabini,AM1,4,4,1.6,N/A,2 MB,0 MB,25,Radeon HD 8400,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/62g323/amd-cpu-ad5150jahmbox
Intel Xeon E5-2643 V3,Intel,$235.44 ,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,6,12,3.4,3.7,1.5 MB,20 MB,135,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/h8Trxr/intel-xeon-e5-2643-v3-34-ghz-6-core-oemtray-processor-cm8064401724501
AMD A10-7860k,AMD,N/A,AMD A10,Steamroller,Godavari,FM2+,4,4,3.6,4,4 MB,0 MB,65,Radeon R7 (on-die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/dTnG3C/amd-cpu-ad786kybjcsbx
Intel Core i3-6098P,Intel,$59.00+,Intel Core i3,Skylake,Skylake-S,LGA1151,2,4,3.6,N/A,0.5 MB,3 MB,54,Intel HD Graphics 510,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/PyKhP6/intel-core-i3-6098p-36ghz-dual-core-processor-bx80662i36098p
AMD Ryzen 7 1800X,AMD,N/A,AMD Ryzen 7,Zen,Summit Ridge,AM4,8,16,3.6,4,4 MB,16 MB,95,None,N/A,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/Wx7CmG/amd-ryzen-7-1800x-36ghz-8-core-processor-yd180xbcaempk
AMD EPYC 4584PX,AMD,N/A,AMD EPYC,Zen 4,Raphael,AM5,16,32,4.2,5.7,16 MB,128 MB,120,Radeon,N/A,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/gHXV3C/amd-epyc-4584px-42-ghz-16-core-processor-100-100001481wof
Intel Core i5-3330S,Intel,$149.94+,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,4,2.7,3.2,1 MB,6 MB,65,Intel HD Graphics 2500,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/QP7v6h/intel-core-i5-3330s-27ghz-quad-core-oemtray-processor-cm8063701159804
