name,price,manufacturer,formFactorInches,interfaceType,sizeTBs,RPM,cache,URL
Hitachi 7K1000.C,$251.84 ,Hitachi,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/JYZQzy/hitachi-internal-hard-drive-hds721032cla362
Hitachi E7K1000,N/A,Hitachi,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/Qt2kcf/hitachi-internal-hard-drive-hde721010sla330
Hitachi Travelstar 7K750,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.75,7200,16,https://pcpartpicker.com/product/3GCwrH/hitachi-internal-hard-drive-hts727575a9e364
Samsung Spinpoint F1 EG,N/A,Samsung,3.5,SATA 3.0 Gb/s,1,5400,32,https://pcpartpicker.com/product/4KTmP6/samsung-internal-hard-drive-hd103ui
Samsung Spinpoint F1 DT,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/CfLypg/samsung-internal-hard-drive-hd502ij
Samsung Spinpoint F1 DT,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/syNp99/samsung-internal-hard-drive-hd322hj
Samsung Spinpoint F1 RAID,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/HkZQzy/samsung-internal-hard-drive-he753lj
Toshiba N300,$841.44+,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/D9M48d/toshiba-n300-14-tb-35-7200rpm-internal-hard-drive-hdwg31exzsta
Seagate IronWolf Pro,N/A,Seagate,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/TjgzK8/seagate-ironwolf-pro-12tb-35-7200rpm-internal-hard-drive-st12000ne0007
Seagate ST980813AS,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.08,7200,8,https://pcpartpicker.com/product/My4NnQ/seagate-80-gb-25-7200rpm-internal-hard-drive-st980813as
Hitachi Deskstar,N/A,Hitachi,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/b2CwrH/hitachi-internal-hard-drive-hd31000idk7k
Seagate BarraCuda,$85.00+,Seagate,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/ZcK7YJ/seagate-internal-hard-drive-st3320418as
Seagate Momentus XT,$93.00+,Seagate,2.5,SATA 6.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/JVNp99/seagate-internal-hard-drive-st750lx003
Seagate SkyHawk Surveillance,N/A,Seagate,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/bNXnTW/seagate-skyhawk-surveillance-12-tb-35-7200rpm-internal-hard-drive-st12000vx0008
Western Digital WD3001FAEX,N/A,Western Digital,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/ML8Zxr/western-digital-internal-hard-drive-wd3001faex
Hitachi Ultrastar 7K4000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/JYvRsY/hitachi-internal-hard-drive-hus724020ale640
Toshiba MK2002TSKB,N/A,Toshiba,3.5,SATA 3.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/Kxzv6h/toshiba-internal-hard-drive-mk2002tskb
Toshiba N300,$379.99+,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/FFvbt6/toshiba-n300-12-tb-35-7200rpm-internal-hard-drive-hdwg21cxzsta
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,256,https://pcpartpicker.com/product/9hbwrH/toshiba-x300-14-tb-35-7200rpm-internal-hard-drive-hdwr21exzsta
Seagate SV35.5,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/HZMFf7/seagate-internal-hard-drive-st1000vx000
Toshiba MK1002TSKB,N/A,Toshiba,3.5,SATA 3.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/q8V48d/toshiba-internal-hard-drive-mk1002tskb
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/7w8bt6/toshiba-x300-14-tb-35-7200rpm-internal-hard-drive-hdwr31exzsta
Hitachi Ultrastar 7K3000,N/A,Hitachi,3.5,SAS 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/wtjG3C/hitachi-internal-hard-drive-0b26311
Toshiba MG09 4Kn,$399.00+,Toshiba,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/BKsV3C/toshiba-mg09-4kn-18-tb-35-7200-rpm-internal-hard-drive-mg09aca18ta
Toshiba DT01-V,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,5940,64,https://pcpartpicker.com/product/nzXV3C/toshiba-dt01-v-2-tb-35-5940-rpm-internal-hard-drive-dt01aba200v
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/bDWfrH/toshiba-n300-4-tb-35-7200rpm-internal-hard-drive-hdwq140xzsta
Hitachi Deskstar NAS,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/QRLypg/hitachi-internal-hard-drive-0s03664
Western Digital Scorpio Blue,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/T8V48d/western-digital-internal-hard-drive-wd5000lpvt
Toshiba HDKBB097,N/A,Toshiba,2.5,SATA 6.0 Gb/s,0.75,5400,8,https://pcpartpicker.com/product/pLMFf7/toshiba-internal-hard-drive-hdkbb097
Western Digital WD Red Pro,N/A,Western Digital,3.5,SATA 6.0 Gb/s,5,7200,128,https://pcpartpicker.com/product/qQ648d/western-digital-internal-hard-drive-wd5001ffwx
Seagate ST3000VN000,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/nvPfrH/seagate-internal-hard-drive-st3000vn000
Hitachi HGST Ultrastar C10K1800,N/A,Hitachi,3.5,SAS 12.0 Gb/s,1.2,10500,128,https://pcpartpicker.com/product/4Q648d/hitachi-hgst-ultrastar-c10k1800-12-tb-35-10500rpm-internal-hard-drive-0b27977
Hitachi 0F27402,N/A,Hitachi,3.5,SAS 12.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/twgzK8/hitachi-10tb-35-7200rpm-internal-hard-drive-0f27402
Western Digital SE,$175.00+,Western Digital,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/HwxfrH/western-digital-internal-hard-drive-wd4000f9yz
Seagate Exos X16,N/A,Seagate,3.5,SATA 6.0 Gb/s,16,7200,256,https://pcpartpicker.com/product/Z3fFf7/seagate-exos-x16-16-tb-35-7200rpm-internal-hard-drive-st16000nm008g
Western Digital Green,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.75,5400,16,https://pcpartpicker.com/product/LVjG3C/western-digital-internal-hard-drive-wd7500lpcx
Western Digital Gold,$394.45+,Western Digital,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/m6rcCJ/western-digital-internal-hard-drive-wd8002fryz
Seagate Exos 7E8 512e,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/6w4Ycf/seagate-exos-7e8-512e-6-tb-35-7200rpm-internal-hard-drive-st6000nm025a
Seagate ST3500320NS-IM,N/A,Seagate,3.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/9NK7YJ/seagate-internal-hard-drive-st3500320nsim
"Seagate Constellation
Product Series:ES.3",N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,128,https://pcpartpicker.com/product/c4rG3C/seagate-internal-hard-drive-st3000nm0063
Hitachi Deskstar 5K1000,N/A,Hitachi,3.5,SATA 3.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/pHmLrH/hitachi-internal-hard-drive-hds5c1010cla382
Seagate SV35,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,5900,64,https://pcpartpicker.com/product/7s3RsY/seagate-internal-hard-drive-st2000vx002
Toshiba PH2100U-1SHD,N/A,Toshiba,2.5,SATA 6.0 Gb/s,1,5400,32,https://pcpartpicker.com/product/tbNp99/toshiba-internal-hard-drive-ph2100u1shd
Western Digital VelociRaptor,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.5,10000,64,https://pcpartpicker.com/product/wgGkcf/western-digital-internal-hard-drive-wd5000bhtz
Seagate Constellation.2,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/DTkD4D/seagate-internal-hard-drive-st9500620ns
Seagate Momentus 7200.4,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/rhzv6h/seagate-internal-hard-drive-st9320423as
Hitachi 0J11563,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.75,5400,8,https://pcpartpicker.com/product/HLmLrH/hitachi-internal-hard-drive-0j11563
Seagate Momentus 5400.6,$34.00+,Seagate,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/tqZQzy/seagate-internal-hard-drive-st9320325as
Samsung Spinpoint M8,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/zXDwrH/samsung-internal-hard-drive-hnm320mbbst320lm001
Toshiba MK5056GSY,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/LmMFf7/toshiba-internal-hard-drive-mk5056gsy
Seagate Exos X24 SED,N/A,Seagate,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/QbFmP6/seagate-exos-x24-sed-16-tb-35-7200-rpm-internal-hard-drive-st16000nm001h
Toshiba HDD3A02,N/A,Toshiba,3.5,SAS 6.0 Gb/s,1,7200,16,https://pcpartpicker.com/product/WsDwrH/toshiba-internal-hard-drive-hdd3a02
Toshiba HDD3B03,N/A,Toshiba,3.5,SAS 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/6fQypg/toshiba-internal-hard-drive-hdd3b03
Toshiba DT01ACA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/TfQypg/toshiba-internal-hard-drive-hdkpc09
Seagate ST500LM020,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.5,5400,N/A,https://pcpartpicker.com/product/bqqbt6/seagate-internal-hard-drive-st500lm020
Hitachi Travelstar,N/A,Hitachi,2.5,SATA 6.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/nfQypg/hitachi-internal-hard-drive-0s03563
Toshiba MK1059GSM,N/A,Toshiba,2.5,SATA 3.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/h96BD3/toshiba-internal-hard-drive-mk1059gsm
Toshiba MQ01ABD100M,N/A,Toshiba,2.5,SATA 6.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/cTdxFT/toshiba-1-tb-25-5400rpm-internal-hard-drive-mq01abd100m
Hitachi Ultrastar He8,N/A,Hitachi,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/jnQRsY/hitachi-internal-hard-drive-0f23269
Seagate SkyHawk AI,N/A,Seagate,3.5,SATA 6.0 Gb/s,18,7200,256,https://pcpartpicker.com/product/rBjBD3/seagate-18-tb-35-7200rpm-internal-hard-drive-st18000ve002
Seagate ST6000NM0014,$149.44+,Seagate,3.5,SAS 12.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/cqYXsY/seagate-internal-hard-drive-st6000nm0014
Toshiba S300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/Lmwypg/toshiba-s300-pro-10-tb-35-7200rpm-internal-hard-drive-hdwt31auzsva
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,N/A,https://pcpartpicker.com/product/xBkWGX/toshiba-n300-16-tb-35-7200rpm-internal-hard-drive-hdwg31guzsva
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/YQpzK8/toshiba-x300-8-tb-35-7200rpm-internal-hard-drive-hdwr480uzsva
Seagate Constellation ES,$89.31 ,Seagate,3.5,SAS 6.0 Gb/s,2,7200,16,https://pcpartpicker.com/product/CGTmP6/seagate-internal-hard-drive-st32000444ss
Toshiba PH3400U-1I72,$159.00+,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/YLkwrH/toshiba-internal-hard-drive-ph3400u1i72
Western Digital Purple,$55.00+,Western Digital,3.5,SATA 6.0 Gb/s,0.5,5400,64,https://pcpartpicker.com/product/jfw7YJ/western-digital-purple-500-gb-35-5400rpm-internal-hard-drive-wd05purz
Toshiba X300,$169.99+,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/y3rYcf/toshiba-x300-6-tb-35-7200rpm-internal-hard-drive-hdwr160xzsta
Hitachi Ultrastar C10K900,N/A,Hitachi,2.5,SATA 6.0 Gb/s,0.6,10000,64,https://pcpartpicker.com/product/KPPfrH/hitachi-internal-hard-drive-huc109060css600
Western Digital Purple,$295.58+,Western Digital,3.5,SATA 6.0 Gb/s,10,5400,256,https://pcpartpicker.com/product/mvfhP6/western-digital-purple-10tb-35-5400rpm-internal-hard-drive-wd100purz
Western Digital Caviar Blue,N/A,Western Digital,3.5,PATA 100,0.16,7200,8,https://pcpartpicker.com/product/2xMFf7/western-digital-internal-hard-drive-wd1600aajb
Toshiba N300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/tyYmP6/toshiba-n300-pro-10-tb-35-7200rpm-internal-hard-drive-hdwg51axzstb
Seagate SkyHawk Surveillance +Rescue,$143.68 ,Seagate,3.5,SATA 6.0 Gb/s,3,5400,256,https://pcpartpicker.com/product/yWH7YJ/seagate-skyhawk-surveillance-rescue-3-tb-35-5400-rpm-internal-hard-drive-st3000vx015
Seagate EXOS Enterprise,$151.40+,Seagate,2.5,SAS 12.0 Gb/s,1,7200,N/A,https://pcpartpicker.com/product/jm97YJ/seagate-exos-enterprise-1-tb-35-7200rpm-internal-hard-drive-st1000nx0323
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/jNrRsY/toshiba-x300-16-tb-35-7200rpm-internal-hard-drive-hdwr31guzsva
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/Tzt9TW/toshiba-x300-10-tb-35-7200rpm-internal-hard-drive-hdwr11auzsva
Toshiba MG07ACA12TA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/gQpzK8/toshiba-mg07aca12ta-12-tb-35-7200rpm-internal-hard-drive-mg07aca12ta
Western Digital Blue Mobile,$68.98+,Western Digital,2.5,SATA 6.0 Gb/s,0.32,5400,16,https://pcpartpicker.com/product/TsTPxr/western-digital-blue-mobile-320-gb-25-5400rpm-internal-hard-drive-wd3200lpcx
Toshiba MQ02ABF100,,,,,,,,https://pcpartpicker.com/product/t998TW/toshiba-internal-hard-drive-mq02abf100
Toshiba AL13SE,N/A,Toshiba,2.5,SAS 6.0 Gb/s,0.9,10500,64,https://pcpartpicker.com/product/mC7wrH/toshiba-internal-hard-drive-al13seb900
Toshiba MG03ACA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/8QmLrH/toshiba-internal-hard-drive-mg03aca200
Hitachi 0F19847,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,5700,64,https://pcpartpicker.com/product/xgvRsY/hitachi-internal-hard-drive-0f19847
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/kV8Zxr/western-digital-internal-hard-drive-wd2500aaks
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,1.5,5400,32,https://pcpartpicker.com/product/YMH323/western-digital-internal-hard-drive-wd15eads
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.75,5400,16,https://pcpartpicker.com/product/Gr8Zxr/western-digital-internal-hard-drive-wd7500aacs
Western Digital Scorpio Black,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/CGFPxr/western-digital-internal-hard-drive-wd2500bjkt
Western Digital Scorpio Blue,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/gkZQzy/western-digital-internal-hard-drive-wd3200bpvt
Western Digital Scorpio Blue,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.12,5400,8,https://pcpartpicker.com/product/VJdqqs/western-digital-internal-hard-drive-wd1200bevt
Seagate BarraCuda,$74.98+,Seagate,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/mnV48d/seagate-internal-hard-drive-st3500641asrk
Western Digital Blue,N/A,Western Digital,3.5,SATA 6.0 Gb/s,5,5400,64,https://pcpartpicker.com/product/TnL7YJ/western-digital-internal-hard-drive-wd50ezrz
Western Digital VelociRaptor,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.15,10000,32,https://pcpartpicker.com/product/tYjG3C/western-digital-internal-hard-drive-wd1500blhx
Samsung Spinpoint F3 EG,N/A,Samsung,3.5,SATA 3.0 Gb/s,2,5400,32,https://pcpartpicker.com/product/H6fp99/samsung-internal-hard-drive-hd203wi
Samsung Spinpoint F3 EG,N/A,Samsung,3.5,SATA 3.0 Gb/s,1.5,5400,32,https://pcpartpicker.com/product/pyNp99/samsung-internal-hard-drive-hd153wi
Samsung Spinpoint F3,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/87bp99/samsung-internal-hard-drive-hd163gj
Samsung Spinpoint F2 EG,N/A,Samsung,3.5,SATA 3.0 Gb/s,1.5,5400,32,https://pcpartpicker.com/product/rzrG3C/samsung-internal-hard-drive-hd154ui
Seagate Momentus 5400.3,N/A,Seagate,2.5,PATA 44-Pin 100,0.08,5400,8,https://pcpartpicker.com/product/28Jkcf/seagate-internal-hard-drive-st980815a
Samsung Spinpoint F1 DT,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.64,7200,16,https://pcpartpicker.com/product/D6fp99/samsung-internal-hard-drive-hd642jj
Samsung Spinpoint F1 DT,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/vHFPxr/samsung-internal-hard-drive-hd161gj
Seagate Surveillance HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,5,5400,128,https://pcpartpicker.com/product/ZvKhP6/seagate-internal-hard-drive-st5000vx0001
Samsung Spinpoint MP4,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/7csKHx/samsung-internal-hard-drive-hm500jj
Samsung Spinpoint M7,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/r2DwrH/samsung-internal-hard-drive-hm320ii
Hitachi Travelstar Z7K500,N/A,Hitachi,2.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/L2phP6/hitachi-internal-hard-drive-0j26005
Seagate Surveillance HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,5400,128,https://pcpartpicker.com/product/tYJkcf/seagate-internal-hard-drive-st6000vx0011
Seagate Enterprise NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/kt648d/seagate-internal-hard-drive-st6000vn0001
Seagate Enterprise NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,128,https://pcpartpicker.com/product/bgs8TW/seagate-internal-hard-drive-st3000vn0001
Seagate Momentus,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/hHx9TW/seagate-internal-hard-drive-st9500424as
Seagate Barracuda LP,N/A,Seagate,3.5,SATA 3.0 Gb/s,1.5,5900,32,https://pcpartpicker.com/product/cxMFf7/seagate-internal-hard-drive-st31500541as
Western Digital Black,$79.98+,Western Digital,2.5,SATA 6.0 Gb/s,0.32,7200,32,https://pcpartpicker.com/product/FzyxFT/western-digital-internal-hard-drive-wd3200lplx
Seagate Momentus 5400.6,$74.30+,Seagate,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/9WphP6/seagate-internal-hard-drive-st9500325asg
Seagate BarraCuda,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/Hc9KHx/seagate-internal-hard-drive-st3250410as
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.08,7200,8,https://pcpartpicker.com/product/WNV48d/western-digital-internal-hard-drive-wd800aajs
Seagate Exos X16,N/A,Seagate,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/j4rRsY/seagate-exos-x16-12-tb-35-7200rpm-internal-hard-drive-st12000nm007g
Toshiba MD04ACA500,N/A,Toshiba,3.5,SATA 6.0 Gb/s,5,7200,128,https://pcpartpicker.com/product/VbRzK8/toshiba-5tb-35-7200rpm-internal-hard-drive-md04aca500
Western Digital AV,$73.95 ,Western Digital,3.5,SATA 3.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/bqfp99/western-digital-internal-hard-drive-wd1600avjs
Hitachi Ultrastar He8,N/A,Hitachi,3.5,SAS 12.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/qt8H99/hitachi-internal-hard-drive-0f23301
Dell K054N,$86.11+,Dell,3.5,SAS 6.0 Gb/s,0.6,10000,16,https://pcpartpicker.com/product/P3FXsY/dell-internal-hard-drive-k054n
Toshiba MG08,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/L2n8TW/toshiba-mg08-16-tb-35-7200rpm-internal-hard-drive-mg08aca16ta
Toshiba MG03ACA400,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/PZsKHx/toshiba-internal-hard-drive-mg03aca400
Hitachi HDS723020ALA640,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/xhtWGX/hitachi-internal-hard-drive-hds723020ala640
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.5,5400,16,https://pcpartpicker.com/product/gpTmP6/western-digital-internal-hard-drive-wd5000azdx
Seagate BarraCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/rhQypg/seagate-internal-hard-drive-stbd3000100
Seagate Spinpoint F3,N/A,Seagate,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/VyMFf7/seagate-internal-hard-drive-hd502hjst500dm005
Western Digital VelociRaptor,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.3,10000,32,https://pcpartpicker.com/product/fjzv6h/western-digital-internal-hard-drive-wd3000blhx
Hitachi Travelstar Z7K320,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/dcXfrH/hitachi-internal-hard-drive-hte723232a7a364
Seagate Momentus Thin,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/R8V48d/seagate-internal-hard-drive-st250lt007
Toshiba MG09 512e SED,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/qvDQzy/toshiba-mg09-512e-sed-10-tb-35-7200-rpm-internal-hard-drive-mg09acp10te
Toshiba MN,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/2P88TW/toshiba-mn-4-tb-35-7200-rpm-internal-hard-drive-mn08ada400e
Toshiba DT02-V,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,5400,128,https://pcpartpicker.com/product/4zXV3C/toshiba-dt02-v-2-tb-35-5400-rpm-internal-hard-drive-dt02aba200v
Toshiba DT02,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,5400,128,https://pcpartpicker.com/product/CTZXsY/toshiba-dt02-2-tb-35-5400-rpm-internal-hard-drive-dt02aca200
Toshiba MK7559GSXP,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.75,5400,8,https://pcpartpicker.com/product/XwBv6h/toshiba-internal-hard-drive-mk7559gsxp
Seagate Constellation ES.2,$249.99+,Seagate,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/vMh9TW/seagate-internal-hard-drive-st32000645ns
Western Digital RE,N/A,Western Digital,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/PGyFf7/western-digital-internal-hard-drive-wd200mfyyz
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/BPBv6h/western-digital-internal-hard-drive-wdbaax5000encnrsn
Toshiba N300,$279.00+,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/WCYLrH/toshiba-n300-6-tb-35-7200rpm-internal-hard-drive-hdwn160xzsta
Western Digital Caviar SE,N/A,Western Digital,3.5,PATA 100,0.25,7200,8,https://pcpartpicker.com/product/h2mxFT/western-digital-internal-hard-drive-wd2500jb
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,5400,256,https://pcpartpicker.com/product/BhzhP6/toshiba-p300-2-tb-35-5400rpm-internal-hard-drive-hdwd320ezsta
Seagate Momentus XT,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/hWphP6/seagate-internal-hard-drive-stbd750100
Toshiba MQ01ABF050H,N/A,Toshiba,2.5,SATA 6.0 Gb/s,0.5,5400,32,https://pcpartpicker.com/product/gZkD4D/toshiba-internal-hard-drive-mq01abf050h
Hitachi P7K500,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.5,7200,8,https://pcpartpicker.com/product/tvjJ7P/hitachi-p7k500-500gb-35-7200rpm-internal-hard-drive-0a35406
Western Digital Green,N/A,Western Digital,2.5,SATA 6.0 Gb/s,2,5900,8,https://pcpartpicker.com/product/Gmbp99/western-digital-internal-hard-drive-wd20npvx
Hitachi 0F14689,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/qLMFf7/hitachi-internal-hard-drive-0f14689
Seagate Exos X18,$438.69+,Seagate,3.5,SAS 12.0 Gb/s,18,7200,256,https://pcpartpicker.com/product/z3YmP6/seagate-exos-x18-18-tb-35-7200rpm-internal-hard-drive-st18000nm005j
Western Digital WDBH2D5000ENC-NRSN,$46.99+,Western Digital,3.5,SATA 3.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/f86BD3/western-digital-internal-hard-drive-wdbh2d5000encnrsn
Seagate BarraCuda Pro,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/t7bkcf/seagate-barracuda-pro-8tb-35-7200rpm-internal-hard-drive-st8000dm005
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/bRcRsY/toshiba-x300-8-tb-35-7200rpm-internal-hard-drive-hdwr180xzsta
Lenovo ThinkPad,$99.00+,Lenovo,2.5,SATA 3.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/4MLypg/lenovo-internal-hard-drive-0a65632
